CID,Drug Name,Accession,Gene Symbol
19049152,CHEMBL362366,Q9BQB6,VKORC1
44299530,CHEBI:645054,Q9BQB6,VKORC1
44374166,CHEMBL348860,Q9BQB6,VKORC1
44329037,CHEBI:646162,Q9BQB6,VKORC1
44328928,CHEBI:646223,Q9BQB6,VKORC1
44299639,CHEBI:645055,Q9BQB6,VKORC1
44299193,CHEBI:644984,Q9BQB6,VKORC1
44329117,CHEBI:646221,Q9BQB6,VKORC1
44329077,CHEBI:646277,Q9BQB6,VKORC1
44329194,CHEBI:646222,Q9BQB6,VKORC1
22617750,CHEMBL186091,Q9BQB6,VKORC1
11957582,L-N6-(1-Iminoethyl)lysine hydrochloride,Q9BQB6,VKORC1
10220855,CID 9862496,Q9BQB6,VKORC1
25231660,CHEMBL450583,Q9BQB6,VKORC1
9873870,CHEMBL414608,Q9BQB6,VKORC1
9815642,2-amino-6-(1-aminoethylideneamino)-5-fluoro-hexanoic Acid,Q9BQB6,VKORC1
44299596,CHEBI:645096,Q9BQB6,VKORC1
44328933,CHEBI:646232,Q9BQB6,VKORC1
44299544,CHEBI:650987,Q9BQB6,VKORC1
4102304,AC1N2ULT,Q9BQB6,VKORC1
18785914,CHEMBL7873,Q9BQB6,VKORC1
42618069,"quinolinone, 43",Q9BQB6,VKORC1
3287412,"1,4,5,6-tetrahydropyrimidin-2-amine",Q9BQB6,VKORC1
44328967,CHEBI:646215,Q9BQB6,VKORC1
18983431,CHEMBL365637,Q9BQB6,VKORC1
44564451,CHEBI:556828,Q9BQB6,VKORC1
10606829,CHEMBL158641,Q9BQB6,VKORC1
44347080,CHEBI:646887,Q9BQB6,VKORC1
44299588,CHEBI:645058,Q9BQB6,VKORC1
44299659,CHEBI:645039,Q9BQB6,VKORC1
18785905,CHEMBL7969,Q9BQB6,VKORC1
11161781,Ethyl 4-[(4-methoxypyridin-2-yl)amino]piperidine-1-carboxylate,Q9BQB6,VKORC1
18785786,CHEMBL8065,Q9BQB6,VKORC1
18428554,CHEMBL6813,Q9BQB6,VKORC1
44299468,CHEBI:645082,Q9BQB6,VKORC1
44430622,CHEMBL397745,Q9BQB6,VKORC1
44430629,CHEMBL233024,Q9BQB6,VKORC1
11473924,CHEMBL41551,Q9BQB6,VKORC1
44264963,CHEMBL268668,Q9BQB6,VKORC1
44319778,CHEMBL83397,Q9BQB6,VKORC1
44399941,CHEMBL364230,Q9BQB6,VKORC1
11348978,CHEMBL41343,Q9BQB6,VKORC1
11438569,CHEMBL43240,Q9BQB6,VKORC1
44370747,CHEMBL155129,Q9BQB6,VKORC1
44430632,CHEMBL233648,Q9BQB6,VKORC1
15463447,CHEMBL88308,Q9BQB6,VKORC1
44299653,CHEBI:645060,Q9BQB6,VKORC1
20102781,CHEMBL99477,Q9BQB6,VKORC1
44377153,CHEMBL162455,Q9BQB6,VKORC1
44319709,CHEMBL314186,Q9BQB6,VKORC1
44347690,CHEBI:652127,Q9BQB6,VKORC1
10725313,CHEMBL360616,Q9BQB6,VKORC1
27842,N-(Morpholinomethyl)chlorzoxazone,Q9BQB6,VKORC1
10882498,CHEMBL101879,Q9BQB6,VKORC1
44277612,CHEBI:643948,Q9BQB6,VKORC1
44299269,CHEBI:651206,Q9BQB6,VKORC1
9793728,CHEMBL315857,Q9BQB6,VKORC1
44400067,CHEMBL192033,Q9BQB6,VKORC1
44328868,CHEBI:651674,Q9BQB6,VKORC1
44402600,CHEMBL193967,Q9BQB6,VKORC1
322632,NSC280710,Q9BQB6,VKORC1
11428573,CHEMBL416071,Q9BQB6,VKORC1
44430633,CHEMBL233444,Q9BQB6,VKORC1
23042899,CHEMBL161118,Q9BQB6,VKORC1
44329949,CHEMBL330433,Q9BQB6,VKORC1
19049163,CHEMBL185161,Q9BQB6,VKORC1
44302149,CHEBI:645136,Q9BQB6,VKORC1
2733,Chlorzoxazone,Q9BQB6,VKORC1
44329060,CHEBI:646213,Q9BQB6,VKORC1
18785936,CHEMBL440270,Q9BQB6,VKORC1
9795129,CHEMBL273659,Q9BQB6,VKORC1
44347298,CHEBI:647002,Q9BQB6,VKORC1
10467406,CHEMBL233022,Q9BQB6,VKORC1
44299192,CHEBI:644982,Q9BQB6,VKORC1
9991061,CHEMBL52280,Q9BQB6,VKORC1
10248425,CHEMBL162416,Q9BQB6,VKORC1
44302417,CHEBI:645188,Q9BQB6,VKORC1
44277805,CHEBI:643919,Q9BQB6,VKORC1
18785938,CHEMBL416696,Q9BQB6,VKORC1
44302113,CHEBI:645252,Q9BQB6,VKORC1
18785802,CHEMBL8304,Q9BQB6,VKORC1
1776,AC1L1C7O,Q9BQB6,VKORC1
44396204,CHEMBL186856,Q9BQB6,VKORC1
44299487,CHEBI:645049,Q9BQB6,VKORC1
44299469,CHEBI:651194,Q9BQB6,VKORC1
44329963,CHEMBL95505,Q9BQB6,VKORC1
44299580,CHEBI:645117,Q9BQB6,VKORC1
44299658,CHEBI:645038,Q9BQB6,VKORC1
44393480,CHEMBL185535,Q9BQB6,VKORC1
44347056,CHEBI:646992,Q9BQB6,VKORC1
15463448,CHEMBL330548,Q9BQB6,VKORC1
11447061,2-amino-6-(1-aminoethylideneamino)-5-fluoro-hexanoic Acid,Q9BQB6,VKORC1
44347120,CHEBI:646885,Q9BQB6,VKORC1
3792909,"N,4,6-trimethylpyridin-2-amine",Q9BQB6,VKORC1
42618068,"quinolinone, 42",Q9BQB6,VKORC1
44313302,CHEMBL75794,Q9BQB6,VKORC1
9907534,CHEMBL98547,Q9BQB6,VKORC1
44393711,CHEMBL360626,Q9BQB6,VKORC1
44393666,CHEMBL184355,Q9BQB6,VKORC1
44393639,CHEMBL184794,Q9BQB6,VKORC1
10263292,CHEMBL87969,Q9BQB6,VKORC1
44329995,CHEMBL317806,Q9BQB6,VKORC1
9797017,CHEMBL114551,Q9BQB6,VKORC1
10822632,CHEMBL7133,Q9BQB6,VKORC1
44329241,CHEBI:646217,Q9BQB6,VKORC1
44377099,CHEMBL161925,Q9BQB6,VKORC1
44277179,CHEBI:643959,Q9BQB6,VKORC1
44299617,CHEBI:645069,Q9BQB6,VKORC1
44278198,CHEBI:643924,Q9BQB6,VKORC1
44278225,CHEBI:643939,Q9BQB6,VKORC1
9995251,CHEMBL92475,Q9BQB6,VKORC1
18785851,CHEMBL8088,Q9BQB6,VKORC1
15381020,CHEMBL435854,Q9BQB6,VKORC1
15871186,CHEMBL59350,Q9BQB6,VKORC1
44319828,CHEMBL85613,Q9BQB6,VKORC1
18428457,CHEMBL185441,Q9BQB6,VKORC1
44347431,CHEBI:646969,Q9BQB6,VKORC1
44430636,CHEMBL389312,Q9BQB6,VKORC1
44430631,CHEMBL233229,Q9BQB6,VKORC1
44299606,CHEBI:651089,Q9BQB6,VKORC1
44393630,CHEMBL363318,Q9BQB6,VKORC1
13302397,CHEMBL60528,Q9BQB6,VKORC1
10400619,CHEMBL85523,Q9BQB6,VKORC1
9834486,CHEMBL61139,Q9BQB6,VKORC1
44329254,CHEBI:651683,Q9BQB6,VKORC1
44299674,CHEBI:651174,Q9BQB6,VKORC1
152144,BAS 08138396,Q9BQB6,VKORC1
18785857,CHEMBL274402,Q9BQB6,VKORC1
9927237,CID 9927237,Q9BQB6,VKORC1
10376219,CHEMBL57164,Q9BQB6,VKORC1
21834414,CHEMBL58492,Q9BQB6,VKORC1
44564449,CHEBI:556827,Q9BQB6,VKORC1
44319710,CHEMBL86961,Q9BQB6,VKORC1
44329948,CHEMBL320444,Q9BQB6,VKORC1
44319780,CHEMBL83569,Q9BQB6,VKORC1
44277785,CHEBI:643966,Q9BQB6,VKORC1
44393705,CHEMBL185247,Q9BQB6,VKORC1
44377082,CHEMBL350281,Q9BQB6,VKORC1
44329095,CHEBI:646218,Q9BQB6,VKORC1
44299607,CHEBI:650932,Q9BQB6,VKORC1
44329127,CHEBI:646244,Q9BQB6,VKORC1
44291566,CHEBI:168952,Q9BQB6,VKORC1
44398104,CHEMBL188157,Q9BQB6,VKORC1
44329059,CHEBI:651511,Q9BQB6,VKORC1
44329135,CHEBI:646272,Q9BQB6,VKORC1
44329239,CHEBI:646229,Q9BQB6,VKORC1
44328996,CHEBI:646180,Q9BQB6,VKORC1
44329192,CHEBI:646179,Q9BQB6,VKORC1
44328956,CHEBI:646178,Q9BQB6,VKORC1
44328997,CHEBI:646182,Q9BQB6,VKORC1
44329190,CHEBI:646190,Q9BQB6,VKORC1
44329168,CHEBI:651841,Q9BQB6,VKORC1
44398146,CHEMBL364546,Q9BQB6,VKORC1
44329186,CHEBI:646228,Q9BQB6,VKORC1
44328872,CHEBI:646224,Q9BQB6,VKORC1
44329071,CHEBI:646233,Q9BQB6,VKORC1
10012278,CHEMBL89459,Q9BQB6,VKORC1
44320115,CHEMBL87219,Q9BQB6,VKORC1
44320069,CHEMBL87968,Q9BQB6,VKORC1
44329272,CHEBI:651654,Q9BQB6,VKORC1
44322961,CHEMBL92422,Q9BQB6,VKORC1
10219896,2-amino-6-(1-aminoethylideneamino)-5-fluoro-hexanoic Acid,Q9BQB6,VKORC1
44299295,CHEBI:651146,Q9BQB6,VKORC1
42618067,"quinolinone, 41",Q9BQB6,VKORC1
44299615,CHEBI:645014,Q9BQB6,VKORC1
10575453,CHEMBL100659,Q9BQB6,VKORC1
44564447,CHEBI:556824,Q9BQB6,VKORC1
44564448,CHEBI:556826,Q9BQB6,VKORC1
9931834,CHEMBL101399,Q9BQB6,VKORC1
44328972,CHEBI:651637,Q9BQB6,VKORC1
44329073,CHEBI:651598,Q9BQB6,VKORC1
11390106,2-amino-6-(1-aminoethylideneamino)-5-fluoro-hexanoic Acid,Q9BQB6,VKORC1
44328945,CHEBI:651602,Q9BQB6,VKORC1
44347416,CHEBI:646996,Q9BQB6,VKORC1
44278197,CHEBI:643940,Q9BQB6,VKORC1
42618066,"quinolinone, 40",Q9BQB6,VKORC1
44328947,CHEBI:646258,Q9BQB6,VKORC1
44329002,CHEBI:646159,Q9BQB6,VKORC1
44341069,CHEBI:285472,Q9BQB6,VKORC1
19049087,CHEMBL360009,Q9BQB6,VKORC1
5284607,Phylloquinone,Q9BQB6,VKORC1
8555,Kappadione,Q9BQB6,VKORC1
54676537,Acenocoumarol,Q9BQB6,VKORC1
4055,Menadione,Q9BQB6,VKORC1
54680692,Phenprocoumon,Q9BQB6,VKORC1
54678486,Warfarin,Q9BQB6,VKORC1
4760,Phenindione,Q9BQB6,VKORC1
54676038,Dicoumarol,Q9BQB6,VKORC1
44328954,CHEBI:646172,Q9BQB6,VKORC1
44294421,CHEMBL49010,Q9BQB6,VKORC1
44323014,CHEMBL89735,Q9BQB6,VKORC1
44328958,CHEBI:646183,Q9BQB6,VKORC1
44331232,CHEMBL98102,Q9BQB6,VKORC1
44331099,CHEMBL321741,Q9BQB6,VKORC1
44328931,CHEBI:646235,Q9BQB6,VKORC1
44329166,CHEBI:646163,Q9BQB6,VKORC1
44328878,CHEBI:646269,Q9BQB6,VKORC1
9815901,CHEMBL49934,Q9BQB6,VKORC1
44564446,CHEBI:556823,Q9BQB6,VKORC1
44329118,CHEBI:646243,Q9BQB6,VKORC1
10799502,CHEMBL269560,Q9BQB6,VKORC1
42618043,"quinolinone, 15",Q9BQB6,VKORC1
42618070,"quinolinone, 44",Q9BQB6,VKORC1
25050395,"isoquinoline, 46",Q9BQB6,VKORC1
44341087,CHEMBL116162,Q9BQB6,VKORC1
42618049,"quinolinone, 21",Q9BQB6,VKORC1
10798324,CHEMBL57111,Q9BQB6,VKORC1
42618037,"quinolinone, 9",Q9BQB6,VKORC1
42618036,"quinolinone, 8",Q9BQB6,VKORC1
1375038,"quinolinone, 7",Q9BQB6,VKORC1
42618062,"quinolinone, 35",Q9BQB6,VKORC1
42618044,"quinolinone, 16",Q9BQB6,VKORC1
42618045,"quinolinone, 17",Q9BQB6,VKORC1
42618041,"quinolinone, 13",Q9BQB6,VKORC1
11088713,CHEBI:168953,Q9BQB6,VKORC1
42618038,"quinolinone, 10",Q9BQB6,VKORC1
42618039,"quinolinone, 11",Q9BQB6,VKORC1
42618065,"quinolinone, 39",Q9BQB6,VKORC1
42618046,"quinolinone, 18",Q9BQB6,VKORC1
42618060,"quinolinone, 36",Q9BQB6,VKORC1
42618064,"quinolinone, 38",Q9BQB6,VKORC1
42618047,"quinolinone, 19",Q9BQB6,VKORC1
42618054,"quinolinone, 26",Q9BQB6,VKORC1
42618050,"quinolinone, 22",Q9BQB6,VKORC1
42618053,"quinolinone, 25",Q9BQB6,VKORC1
10330523,"N'-[(5S,6S)-5-amino-6,7-dihydroxy-heptyl]ethanimidamide",Q9BQB6,VKORC1
44383652,CHEBI:648740,Q9BQB6,VKORC1
25050394,"isoquinoline N-oxide, 47",Q9BQB6,VKORC1
42618063,"quinolinone, 37",Q9BQB6,VKORC1
44341088,CHEBI:285509,Q9BQB6,VKORC1
44277136,CHEBI:643870,Q9BQB6,VKORC1
42618051,"quinolinone, 23",Q9BQB6,VKORC1
44328897,CHEBI:646177,Q9BQB6,VKORC1
44347399,CHEBI:651904,Q9BQB6,VKORC1
42618052,"quinolinone, 24",Q9BQB6,VKORC1
13631664,CHEMBL188475,Q9BQB6,VKORC1
44331100,CHEMBL101495,Q9BQB6,VKORC1
44398062,CHEMBL359988,Q9BQB6,VKORC1
44277786,CHEBI:643945,Q9BQB6,VKORC1
44341316,CHEMBL321446,Q9BQB6,VKORC1
44322605,CHEMBL89431,Q9BQB6,VKORC1
10585015,CHEMBL53060,Q9BQB6,VKORC1
44341315,CHEMBL327133,Q9BQB6,VKORC1
44402453,CHEMBL370170,Q9BQB6,VKORC1
42618040,"quinolinone, 12",Q9BQB6,VKORC1
44402389,CHEMBL196721,Q9BQB6,VKORC1
44370729,CHEMBL154895,Q9BQB6,VKORC1
44402628,CHEMBL197055,Q9BQB6,VKORC1
9823715,CHEMBL196720,Q9BQB6,VKORC1
44322997,CHEMBL89282,Q9BQB6,VKORC1
1433,N-(3-(AMINOMETHYL)BENZYL)ACETAMIDINE,Q9BQB6,VKORC1
42618048,"quinolinone, 20",Q9BQB6,VKORC1
44347329,CHEBI:651946,Q9BQB6,VKORC1
42618042,"quinolinone, 14",Q9BQB6,VKORC1
5291,Imatinib,Q99758,ABCA3
68617,Sertraline,Q99720,SIGMAR1
6468,Phenylcyclidine hydrochloride,Q99720,SIGMAR1
5360696,DEXTROMETHORPHAN,Q99720,SIGMAR1
4543,Nortriptyline,Q99720,SIGMAR1
44446866,CHEMBL252063,Q99519,NEU1
44446869,CHEMBL403931,Q99519,NEU1
44446864,CHEMBL252061,Q99519,NEU1
505927,AC1LA28X,Q99519,NEU1
44305232,CHEMBL63465,Q99519,NEU1
446366,BANA106,Q99519,NEU1
5329058,DANA,Q99519,NEU1
446367,4-acetamido-3-aminobenzoic acid,Q99519,NEU1
44446867,CHEMBL252264,Q99519,NEU1
44305374,CHEMBL291345,Q99519,NEU1
9861471,CHEMBL113998,Q99519,NEU1
9817197,CHEMBL324606,Q99519,NEU1
44345913,CHEMBL433019,Q99519,NEU1
444147,carboxamide deriv. 4p,Q99519,NEU1
505930,CHEMBL52723,Q99519,NEU1
505929,CHEMBL57336,Q99519,NEU1
20112027,GANA (inhibitor),Q99519,NEU1
480257,Carbocyclic Analogue 33,Q99519,NEU1
44345900,CHEMBL116654,Q99519,NEU1
44345591,CHEMBL119202,Q99519,NEU1
9883272,CHEMBL324039,Q99519,NEU1
9903460,CHEMBL326994,Q99519,NEU1
44350746,CHEMBL127261,Q99519,NEU1
445533,4-Amino-Neu5Ac2en,Q99519,NEU1
505928,CHEMBL55119,Q99519,NEU1
480258,AIDS337823,Q99519,NEU1
44345914,CHEMBL333445,Q99519,NEU1
44359404,CHEMBL140607,Q99519,NEU1
449381,Oseltamivir carboxylate,Q99519,NEU1
44350758,CHEMBL127235,Q99519,NEU1
60855,Zanamivir,Q99519,NEU1
65028,Oseltamivir,Q99519,NEU1
44446861,CHEMBL253682,Q99519,NEU1
493876,AC1LARRG,Q99519,NEU1
446323,BANA 113,Q99519,NEU1
44446865,CHEMBL252062,Q99519,NEU1
44384600,CHEMBL426758,Q99519,NEU1
44346511,CHEBI:298875,Q99519,NEU1
65309,deoxysialic acid,Q99519,NEU1
445534,"9-AMINO-2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID",Q99519,NEU1
44346725,CHEBI:299409,Q99519,NEU1
44338934,AmbotzGBB1179,Q99519,NEU1
656387,Sialic Acid (N-Acetylneuraminic Acid),Q99519,NEU1
10859054,CHEBI:299439,Q99519,NEU1
44446868,CHEMBL252265,Q99519,NEU1
3364665,BANA105,Q99519,NEU1
44446863,CHEMBL253684,Q99519,NEU1
44384208,CHEMBL170344,Q99519,NEU1
44346742,CHEBI:299440,Q99519,NEU1
493851,AC1LARPJ,Q99519,NEU1
9925872,CHEMBL114229,Q99519,NEU1
44345899,CHEMBL331586,Q99519,NEU1
44345581,CHEMBL331102,Q99519,NEU1
44384602,CHEMBL173362,Q99519,NEU1
44446862,CHEMBL253683,Q99519,NEU1
44343113,CHEMBL117212,Q99519,NEU1
44384153,CHEMBL170748,Q99519,NEU1
445535,49A,Q99519,NEU1
44343383,CHEMBL117208,Q99519,NEU1
44446860,CHEMBL402360,Q99519,NEU1
9084,Malonate Ion,Q99470,SDF2
387447,Bortezomib,Q99460,PSMD1
93860,Bortezomib,Q99460,PSMD1
444718,(S)-3-phenyllactic acid,Q96L21,RPL10L
439530,Puromycin,Q96L21,RPL10L
253602,Anisomycin,Q96L21,RPL10L
6267,Asparagine,Q96I59,NARS2
5206,Sevoflurane,Q96ER9,CCDC51
1051,Phosphopyridoxal,Q96EN8,MOCOS
11671467,Fostamatinib,Q96D53,COQ8B
6030,Uracil polynucleotides,Q96AZ6,ISG20
176,Essigsaeure,Q96AZ6,ISG20
6918483,Artenimol,Q92945,KHSRP
445154,Resveratrol,Q92945,KHSRP
3405,Pteroylmonoglutamate,Q92820,GGH
33032,Glutamicol,Q92820,GGH
126941,Methylaminopterinum,Q92820,GGH
44285112,CHEMBL291301,Q92820,GGH
6037,Pteroylmonoglutamate,Q92820,GGH
44285100,CHEMBL290594,Q92820,GGH
72440,Methylaminopterinum,Q92820,GGH
135398658,Folic acid,Q92820,GGH
1567,Monothioethyleneglycol,Q92820,GGH
24948906,CHEMBL468595,Q92769,HDAC2
46179780,CHEMBL1094710,Q92769,HDAC2
46197799,CHEMBL1093335,Q92769,HDAC2
24881404,"Triazole Ligand, 6c",Q92769,HDAC2
5352062,Romidepsin,Q92769,HDAC2
60823,Atorvastatin,Q92769,HDAC2
1548972,Fluvastatin,Q92769,HDAC2
54687,Pravastatin,Q92769,HDAC2
46890583,CHEMBL1083086,Q92769,HDAC2
24881332,"Triazole Ligand, 12b",Q92769,HDAC2
11700059,"4-phenylimidazole, 19",Q92769,HDAC2
162955,Tixocortol,Q92769,HDAC2
46906643,CHEMBL1164244,Q92769,HDAC2
46907160,CHEMBL1164212,Q92769,HDAC2
42638004,CHEMBL491926,Q92769,HDAC2
42637300,CHEMBL492140,Q92769,HDAC2
44359800,CHEMBL138293,Q92769,HDAC2
44359673,CHEMBL138626,Q92769,HDAC2
42637373,CHEMBL492174,Q92769,HDAC2
44359814,CHEMBL138090,Q92769,HDAC2
25207860,CHEMBL1165293,Q92769,HDAC2
11993694,CHEMBL561483,Q92769,HDAC2
45269423,CHEMBL561604,Q92769,HDAC2
45271073,CHEMBL564916,Q92769,HDAC2
11993691,CHEMBL564876,Q92769,HDAC2
11993595,CHEMBL564382,Q92769,HDAC2
24881331,"Triazole Ligand, 10c",Q92769,HDAC2
46180758,CHEMBL1091474,Q92769,HDAC2
54454,Simvastatin,Q92769,HDAC2
23648260,"benzamide-type inhibitor, 4",Q92769,HDAC2
3121,Valproic acid,Q92769,HDAC2
11664499,CHEMBL216641,Q92769,HDAC2
4261,Entinostat,Q92769,HDAC2
42601485,CHEMBL470225,Q92769,HDAC2
25032862,CHEMBL398420,Q92769,HDAC2
24756910,S1194_Selleck,Q92769,HDAC2
6445533,Dacinostat,Q92769,HDAC2
10309899,CHEMBL609583,Q92769,HDAC2
46934546,CHEMBL1243289,Q92769,HDAC2
9828788,CID 9828788,Q92769,HDAC2
44574084,CHEMBL466644,Q92769,HDAC2
42599455,CHEMBL490018,Q92769,HDAC2
9923508,CHEMBL484489,Q92769,HDAC2
42599456,CHEMBL484073,Q92769,HDAC2
444732,Trichlostatin A,Q92769,HDAC2
467801,apicidin,Q92769,HDAC2
9924543,CHEMBL485514,Q92769,HDAC2
5311,Suberanilohydroxamic acid,Q92769,HDAC2
11682502,CID 11682502,Q92769,HDAC2
46907409,CHEMBL1164671,Q92769,HDAC2
9433,Aminophylline,Q92769,HDAC2
46830327,CHEMBL1095095,Q92769,HDAC2
2153,Theophylline,Q92769,HDAC2
656652,Oxtriphylline,Q92769,HDAC2
53232,Lovastatin,Q92769,HDAC2
49855250,Pracinostat,Q92769,HDAC2
24746434,CHEMBL513568,Q92769,HDAC2
46830328,CHEMBL1097651,Q92769,HDAC2
24881330,"Triazole Ligand, 10a",Q92769,HDAC2
46830345,CHEMBL1098337,Q92769,HDAC2
46180759,CHEMBL1091475,Q92769,HDAC2
46197798,CHEMBL1093033,Q92769,HDAC2
16049824,CHEMBL468513,Q92769,HDAC2
46180760,CHEMBL1088734,Q92769,HDAC2
46180763,CHEMBL1088736,Q92769,HDAC2
46179732,CHEMBL1094707,Q92769,HDAC2
44454143,CHEMBL271741,Q92769,HDAC2
46179779,CHEMBL1094709,Q92769,HDAC2
24746436,CHEMBL511797,Q92769,HDAC2
44359548,CHEMBL141885,Q92769,HDAC2
44574208,CHEMBL466459,Q92769,HDAC2
42632370,CHEMBL555906,Q92769,HDAC2
16661458,CHEMBL516600,Q92769,HDAC2
42630932,CHEMBL561212,Q92769,HDAC2
44574139,CHEMBL469134,Q92769,HDAC2
46887333,CHEMBL1097278,Q92769,HDAC2
44454416,CHEMBL256440,Q92769,HDAC2
16659537,CHEMBL481538,Q92769,HDAC2
15986510,CHEMBL538710,Q92769,HDAC2
16006672,CHEMBL251144,Q92769,HDAC2
24881257,"Triazole Ligand, 6a",Q92769,HDAC2
42632371,CHEMBL539156,Q92769,HDAC2
24881328,"Triazole Ligand, 6b",Q92769,HDAC2
16066811,CHEMBL236902,Q92769,HDAC2
46887378,CHEMBL1095096,Q92769,HDAC2
9848223,CHEMBL336935,Q92769,HDAC2
16661613,CHEMBL479842,Q92769,HDAC2
6675804,Tubacin,Q92769,HDAC2
16659535,CHEMBL481018,Q92769,HDAC2
15986507,CHEMBL565140,Q92769,HDAC2
44574180,CHEMBL511715,Q92769,HDAC2
16733415,CHEMBL227119,Q92769,HDAC2
46887439,CHEMBL1097748,Q92769,HDAC2
15986418,CHEMBL556332,Q92769,HDAC2
16661455,CHEMBL481802,Q92769,HDAC2
42637372,CHEMBL492097,Q92769,HDAC2
44571302,CHEMBL482358,Q92769,HDAC2
25065710,CHEMBL251206,Q92769,HDAC2
25065931,CHEMBL402719,Q92769,HDAC2
25066140,CHEMBL249198,Q92769,HDAC2
44443716,CHEMBL248798,Q92769,HDAC2
25066350,CHEMBL250005,Q92769,HDAC2
25065930,CHEMBL251010,Q92769,HDAC2
25065925,CHEMBL402718,Q92769,HDAC2
44443718,CHEMBL400482,Q92769,HDAC2
25065713,CHEMBL251406,Q92769,HDAC2
25065929,CHEMBL251009,Q92769,HDAC2
11449246,CHEMBL1083439,Q92769,HDAC2
24951314,CHEMBL511749,Q92769,HDAC2
24951312,CHEMBL469274,Q92769,HDAC2
25195084,CHEMBL481805,Q92769,HDAC2
24951310,CHEMBL513160,Q92769,HDAC2
24948910,CHEMBL468842,Q92769,HDAC2
24881465,"Triazole Ligand, 14b",Q92769,HDAC2
24881407,"Triazole Ligand, 12a",Q92769,HDAC2
24881466,"Triazole Ligand, 14d",Q92769,HDAC2
16733411,CHEMBL387924,Q92769,HDAC2
24881402,"Triazole Ligand, 14a",Q92769,HDAC2
11749858,S1090_Selleck,Q92769,HDAC2
24853793,"4-phenylimidazole, 17",Q92769,HDAC2
44589856,CHEMBL471824,Q92769,HDAC2
44447194,CHEMBL400721,Q92769,HDAC2
6918878,AC1OCG0B,Q92769,HDAC2
24881405,"Triazole Ligand, 10b",Q92769,HDAC2
25155417,CHEMBL253868,Q92769,HDAC2
25155956,CHEMBL399494,Q92769,HDAC2
46887379,CHEMBL1095412,Q92769,HDAC2
24881329,"Triazole Ligand, 6d",Q92769,HDAC2
15986506,CHEMBL551486,Q92769,HDAC2
24881464,"Triazole Ligand, 12c",Q92769,HDAC2
24881333,"Triazole Ligand, 12d",Q92769,HDAC2
6918877,SB-639,Q92769,HDAC2
16733417,CHEMBL227170,Q92769,HDAC2
23648268,"benzamide-type inhibitor, 23",Q92769,HDAC2
9891541,CHEMBL140525,Q92769,HDAC2
44454650,CHEMBL269935,Q92769,HDAC2
9865515,MGCD-0103,Q92769,HDAC2
46887918,CHEMBL1096981,Q92769,HDAC2
16036765,"bis-amide inhibitor, 15",Q92769,HDAC2
24881403,"Triazole Ligand, 14c",Q92769,HDAC2
16733410,CHEMBL389688,Q92769,HDAC2
44219634,CHEMBL511432,Q92769,HDAC2
11657529,CHEMBL466215,Q92769,HDAC2
16733294,CHEMBL389687,Q92769,HDAC2
24948908,CHEMBL467793,Q92769,HDAC2
11558827,CHEMBL227120,Q92769,HDAC2
5186,Scriptaid,Q92769,HDAC2
44574206,CHEMBL507592,Q92769,HDAC2
22915475,CHEMBL541239,Q92769,HDAC2
44138031,CHEMBL471041,Q92769,HDAC2
44359675,CHEMBL139193,Q92769,HDAC2
46907052,triciferol,Q92769,HDAC2
46887475,CHEMBL1097063,Q92769,HDAC2
46887436,CHEMBL1097745,Q92769,HDAC2
46887335,CHEMBL1096398,Q92769,HDAC2
44359674,CHEMBL139192,Q92769,HDAC2
16733414,CHEMBL178456,Q92769,HDAC2
1133083,ST086607,Q92769,HDAC2
239512,NSC44620,Q92769,HDAC2
11267278,CHEMBL180911,Q92769,HDAC2
44359555,CHEMBL137875,Q92769,HDAC2
44571330,CHEMBL481718,Q92769,HDAC2
42632614,CHEMBL538967,Q92769,HDAC2
42631047,CHEMBL538364,Q92769,HDAC2
46887919,CHEMBL1096982,Q92769,HDAC2
46887437,CHEMBL1097746,Q92769,HDAC2
44592059,CHEMBL470843,Q92769,HDAC2
16733416,CHEMBL427135,Q92769,HDAC2
16733590,CHEMBL180064,Q92769,HDAC2
44574179,CHEMBL466033,Q92769,HDAC2
44574207,CHEMBL466171,Q92769,HDAC2
44574177,CHEMBL466031,Q92769,HDAC2
44574178,CHEMBL466032,Q92769,HDAC2
16733412,CHEMBL427510,Q92769,HDAC2
46881225,CHEMBL1087053,Q92769,HDAC2
44138033,CHEMBL471043,Q92769,HDAC2
44591988,CHEMBL472631,Q92769,HDAC2
44359538,CHEMBL337584,Q92769,HDAC2
46887435,CHEMBL1097744,Q92769,HDAC2
44359788,CHEMBL141082,Q92769,HDAC2
46934544,CHEMBL1243261,Q92769,HDAC2
46907054,CHEMBL1163778,Q92769,HDAC2
42630933,CHEMBL538712,Q92769,HDAC2
46887438,CHEMBL1097747,Q92769,HDAC2
24951311,CHEMBL467998,Q92769,HDAC2
42632491,CHEMBL538713,Q92769,HDAC2
16661453,CHEMBL519943,Q92769,HDAC2
16661615,CHEMBL480729,Q92769,HDAC2
16661617,CHEMBL521431,Q92769,HDAC2
42632368,CHEMBL556532,Q92769,HDAC2
44359681,CHEMBL343717,Q92769,HDAC2
24881406,"Triazole Ligand, 10d",Q92769,HDAC2
42631048,CHEMBL552750,Q92769,HDAC2
42630929,CHEMBL551151,Q92769,HDAC2
15986509,CHEMBL561209,Q92769,HDAC2
16733295,CHEMBL227118,Q92769,HDAC2
