DrugBank ID,Name,Drug group,Pharmacological action?,Actions,Accession,Details,PUBCHEM ID
DB06713,Norelgestromin,"approved, investigational",unknown,,P02768,Details,62930
DB01370,Aluminium,"approved, investigational",unknown,,P02768,Details,5359268
DB13014,Hypericin,investigational,unknown,,P02768,Details,137629134
DB01057,Echothiophate,approved,unknown,,P02768,Details,10548
DB11397,Dichlorvos,vet_approved,unknown,,P02768,Details,3039
DB00677,Isoflurophate,"approved, investigational, withdrawn",unknown,,P02768,Details,5936
DB00943,Zalcitabine,"approved, investigational",unknown,,P02768,Details,24066
DB01072,Atazanavir,"approved, investigational",unknown,binder,P02768,Details,148192
DB00649,Stavudine,"approved, investigational",unknown,,P02768,Details,18283
DB00900,Didanosine,approved,unknown,,P02768,Details,135398739
DB00625,Efavirenz,"approved, investigational",unknown,,P02768,Details,64139
DB00879,Emtricitabine,"approved, investigational",unknown,binder,P02768,Details,60877
DB00220,Nelfinavir,approved,unknown,,P02768,Details,64143
DB00238,Nevirapine,approved,unknown,,P02768,Details,4463
DB00503,Ritonavir,"approved, investigational",unknown,substrate,P02768,Details,392622
DB00709,Lamivudine,"approved, investigational",unknown,,P02768,Details,60825
DB04216,Quercetin,"experimental, investigational",unknown,,P02768,Details,5280343
DB00997,Doxorubicin,"approved, investigational",unknown,,P02768,Details,31703
DB04816,Dantron,"approved, investigational, withdrawn",unknown,,P02768,Details,2950
DB00755,Tretinoin,"approved, investigational, nutraceutical",unknown,,P02768,Details,444795
DB00515,Cisplatin,approved,unknown,,P02768,Details,441203
DB00162,Vitamin A,"approved, nutraceutical, vet_approved",unknown,binder,P02768,Details,445354
DB04690,Camptothecin,experimental,unknown,,P02768,Details,24360
DB02709,Resveratrol,investigational,unknown,,P02768,Details,445154
DB00744,Zileuton,"approved, investigational, withdrawn",unknown,,P02768,Details,60490
DB04539,Glyphosate,experimental,unknown,,P02768,Details,5288464
DB11590,Thimerosal,approved,unknown,,P02768,Details,16684434
DB05134,Tanespimycin,investigational,unknown,,P02768,Details,6505803
DB01124,Tolbutamide,"approved, investigational",unknown,,P02768,Details,5505
DB00414,Acetohexamide,"approved, investigational, withdrawn",unknown,,P02768,Details,1989
DB00458,Imipramine,approved,unknown,,P02768,Details,3696
DB00159,Icosapent,"approved, nutraceutical",unknown,,P02768,Details,446284
DB00951,Isoniazid,"approved, investigational",unknown,,P02768,Details,3767
DB01104,Sertraline,approved,unknown,binder,P02768,Details,68617
DB09383,Meprednisone,"approved, investigational",unknown,,P02768,Details,5284587
DB00266,Dicoumarol,approved,unknown,,P02768,Details,54676038
DB04828,Zomepirac,withdrawn,unknown,,P02768,Details,5733
DB00500,Tolmetin,approved,unknown,,P02768,Details,5509
DB11217,Arbutin,approved,unknown,,P02768,Details,440936
DB09526,Hydroquinone,"approved, investigational",unknown,,P02768,Details,785
DB00784,Mefenamic acid,approved,unknown,,P02768,Details,4044
DB00313,Valproic acid,"approved, investigational",unknown,,P02768,Details,3121
DB01169,Arsenic trioxide,"approved, investigational",no,substrate,P02768,Details,261004
DB11828,Neratinib,"approved, investigational",no,substrate,P02768,Details,9915743
DB00607,Nafcillin,"approved, investigational",unknown,,P02768,Details,8982
DB12483,Copanlisib,"approved, investigational",unknown,substrate,P02768,Details,135565596
DB00512,Vancomycin,approved,no,substrate,P02768,Details,14969
DB12001,Abemaciclib,"approved, investigational",unknown,binder,P02768,Details,46220502
DB08864,Rilpivirine,approved,no,binder,P02768,Details,6451164
DB13928,Semaglutide,"approved, investigational",no,substrate,P02768,Details,122189768
DB09087,Potassium alum,approved,unknown,binder,P02768,Details,24856
DB09223,Blonanserin,investigational,no,substrate,P02768,Details,125564
DB09236,Lacidipine,"approved, investigational",unknown,binder,P02768,Details,5311217
DB09124,Medrogestone,"approved, withdrawn",no,binder,P02768,Details,9949848
DB11827,Ertugliflozin,"approved, investigational",no,binder,P02768,Details,44814423
DB09139,Technetium Tc-99m oxidronate,approved,no,binder,P02768,Details,123801
DB13943,Testosterone cypionate,approved,no,other/unknown,P02768,Details,441404
DB13944,Testosterone enanthate,approved,no,other/unknown,P02768,Details,9416
DB13946,Testosterone undecanoate,"approved, investigational",no,other/unknown,P02768,Details,65157
DB13952,Estradiol acetate,"approved, investigational, vet_approved",no,,P02768,Details,9818306
DB13953,Estradiol benzoate,"approved, investigational, vet_approved",no,,P02768,Details,222757
DB13954,Estradiol cypionate,"approved, investigational, vet_approved",no,,P02768,Details,9403
DB13955,Estradiol dienanthate,"approved, investigational, vet_approved",no,,P02768,Details,165688
DB13956,Estradiol valerate,"approved, investigational, vet_approved",no,,P02768,Details,13791
DB11638,Artenimol,"approved, experimental, investigational",unknown,ligand,P02768,Details,6918483
DB01420,Testosterone propionate,"approved, investigational, vet_approved, withdrawn",no,substrate,P02768,Details,5995
DB09195,Lorpiprazole,approved,no,substrate,P02768,Details,20055414
DB09204,Arotinolol,investigational,no,substrate,P02768,Details,2239
DB08814,Triflusal,"approved, investigational",no,substrate,P02768,Details,9458
DB09229,Aranidipine,experimental,no,binder,P02768,Details,2225
DB09333,Iopodic acid,"approved, investigational, withdrawn",no,substrate,P02768,Details,5241
DB09347,Acetrizoic acid,withdrawn,no,binder,P02768,Details,6806
DB09348,Propiolactone,"approved, withdrawn",no,binder,P02768,Details,2365
DB06778,Cupric sulfate,approved,unknown,,P02768,Details,24462
DB09053,Ibrutinib,approved,no,substrate,P02768,Details,24821094
DB11182,Rose bengal,"approved, investigational",unknown,binder,P02768,Details,25474
DB13967,Patent Blue,approved,yes,binder,P02768,Details,77074
DB13909,Bismuth subgallate,approved,unknown,carrier,P02768,Details,16682999
DB09418,Potassium perchlorate,"approved, investigational",unknown,binder,P02768,Details,516900
DB11641,Vinflunine,"approved, investigational",no,substrate,P02768,Details,10629256
DB13421,Edoxudine,"approved, investigational, withdrawn",no,binder,P02768,Details,66377
DB11134,Cupric oxide,approved,unknown,binder,P02768,Details,164827
DB11148,Butamben,"approved, withdrawn",no,substrate,P02768,Details,2482
DB11637,Delamanid,"approved, investigational",unknown,substrate,P02768,Details,6480466
DB13751,Glycyrrhizic acid,"approved, experimental",yes,substrate,P02768,Details,14982
DB12965,Silver,"approved, investigational",unknown,binder,P02768,Details,23954
DB14185,Aripiprazole lauroxil,"approved, investigational",unknown,binder,P02768,Details,49831411
DB14481,Calcium phosphate dihydrate,approved,no,,P02768,Details,104805
DB14517,Aluminium phosphate,"approved, investigational",unknown,,P02768,Details,64655
DB14518,Aluminum acetate,"approved, investigational",unknown,,P02768,Details,8757
DB00432,Trifluridine,"approved, investigational",unknown,binder,P02768,Details,6256
DB09213,Dexibuprofen,"approved, investigational",no,,P02768,Details,39912
DB12455,Omadacycline,"approved, investigational",unknown,,P02768,Details,54697325
DB12836,Grapiprant,"investigational, vet_approved",no,substrate,P02768,Details,11677589
DB11753,Rifamycin,"approved, investigational",no,substrate,P02768,Details,6324616
DB11963,Dacomitinib,"approved, investigational",no,binder,P02768,Details,11511120
DB11855,Revefenacin,"approved, investigational",no,binder,P02768,Details,11753673
DB12141,Gilteritinib,"approved, investigational",no,binder,P02768,Details,49803313
DB06480,Prucalopride,approved,unknown,binder,P02768,Details,3052762
DB11978,Glasdegib,"approved, investigational",no,substrate,P02768,Details,25166913
DB00214,Torasemide,approved,unknown,substrate,P02768,Details,41781
DB00227,Lovastatin,"approved, investigational",no,substrate,P02768,Details,53232
DB00245,Benzatropine,approved,no,binder,P02768,Details,1201549
DB00264,Metoprolol,"approved, investigational",no,binder,P02768,Details,4171
DB00289,Atomoxetine,approved,no,binder,P02768,Details,54841
DB00294,Etonogestrel,"approved, investigational",no,carrier,P02768,Details,6917715
DB00295,Morphine,"approved, investigational",no,binder,P02768,Details,5288826
DB00310,Chlorthalidone,approved,no,,P02768,Details,2732
DB00304,Desogestrel,approved,no,binder,P02768,Details,40973
DB00327,Hydromorphone,"approved, illicit",no,binder,P02768,Details,5284570
DB09073,Palbociclib,"approved, investigational",no,binder,P02768,Details,5330286
DB00332,Ipratropium,"approved, experimental",no,binder,P02768,Details,657309
DB01142,Doxepin,"approved, investigational",no,binder,P02768,Details,667468
DB01076,Atorvastatin,approved,no,binder,P02768,Details,60823
DB01235,Levodopa,approved,unknown,binder,P02768,Details,6047
DB01238,Aripiprazole,"approved, investigational",unknown,binder,P02768,Details,60795
DB00404,Alprazolam,"approved, illicit, investigational",unknown,binder,P02768,Details,2118
DB00421,Spironolactone,approved,unknown,,P02768,Details,5833
DB00335,Atenolol,approved,no,substrate,P02768,Details,2249
DB01126,Dutasteride,"approved, investigational",no,binder,P02768,Details,6918296
DB09299,Tenofovir alafenamide,approved,no,binder,P02768,Details,9574768
DB00343,Diltiazem,"approved, investigational",no,binder,P02768,Details,39186
DB14126,Tenofovir,"experimental, investigational",no,binder,P02768,Details,464205
DB00476,Duloxetine,approved,unknown,ligand,P02768,Details,60835
DB00497,Oxycodone,"approved, illicit, investigational",unknown,binder,P02768,Details,5284603
DB00481,Raloxifene,"approved, investigational",no,binder,P02768,Details,5035
DB00537,Ciprofloxacin,"approved, investigational",unknown,binder,P02768,Details,2764
DB00461,Nabumetone,approved,unknown,,P02768,Details,4409
DB00982,Isotretinoin,approved,unknown,binder,P02768,Details,5282379
DB00584,Enalapril,"approved, vet_approved",no,binder,P02768,Details,5388962
DB01067,Glipizide,"approved, investigational",no,binder,P02768,Details,3478
DB00813,Fentanyl,"approved, illicit, investigational, vet_approved",unknown,binder,P02768,Details,3345
DB00737,Meclizine,approved,no,binder,P02768,Details,4034
DB00768,Olopatadine,approved,no,binder,P02768,Details,5281071
DB00571,Propranolol,"approved, investigational",unknown,,P02768,Details,4946
DB00575,Clonidine,approved,unknown,binder,P02768,Details,2803
DB00787,Acyclovir,approved,unknown,binder,P02768,Details,135398513
DB00490,Buspirone,"approved, investigational",unknown,binder,P02768,Details,2477
DB01029,Irbesartan,"approved, investigational",unknown,binder,P02768,Details,3749
DB06282,Levocetirizine,approved,unknown,binder,P02768,Details,1549000
DB00598,Labetalol,approved,unknown,substrate,P02768,Details,3869
DB01026,Ketoconazole,"approved, investigational",unknown,ligand,P02768,Details,3823
DB00675,Tamoxifen,approved,unknown,substrate,P02768,Details,2733526
DB12978,Pexidartinib,"approved, investigational",unknown,binder,P02768,Details,25151352
DB01136,Carvedilol,"approved, investigational",unknown,binder,P02768,Details,2585
DB04861,Nebivolol,"approved, investigational",unknown,binder,P02768,Details,71301
DB01611,Hydroxychloroquine,approved,unknown,binder,P02768,Details,3652
DB01045,Rifampicin,approved,unknown,ligand,P02768,Details,135398735
DB01394,Colchicine,approved,unknown,binder,P02768,Details,2833
DB00333,Methadone,approved,no,,P02768,Details,4095
DB11757,Istradefylline,"approved, investigational",unknown,binder,P02768,Details,5311037
DB00620,Triamcinolone,"approved, vet_approved",unknown,binder,P02768,Details,31307
DB00924,Cyclobenzaprine,approved,unknown,substrate,P02768,Details,2895
DB00881,Quinapril,"approved, investigational",unknown,binder,P02768,Details,54892
DB09079,Nintedanib,approved,unknown,substrate,P02768,Details,135423438
DB00999,Hydrochlorothiazide,"approved, vet_approved",unknown,binder,P02768,Details,3639
DB01241,Gemfibrozil,approved,unknown,binder,P02768,Details,3463
DB01039,Fenofibrate,approved,unknown,binder,P02768,Details,3339
DB01062,Oxybutynin,"approved, investigational",unknown,binder,P02768,Details,4634
DB00603,Medroxyprogesterone acetate,"approved, investigational",unknown,binder,P02768,Details,6279
DB01275,Hydralazine,approved,unknown,binder,P02768,Details,3637
DB01195,Flecainide,"approved, withdrawn",unknown,binder,P02768,Details,3356
DB00687,Fludrocortisone,"approved, investigational",unknown,substrate,P02768,Details,31378
DB00316,Acetaminophen,approved,unknown,binder,P02768,Details,1983
DB00278,Argatroban,"approved, investigational",unknown,binder,P02768,Details,92722
DB06216,Asenapine,approved,unknown,binder,P02768,Details,11954293
DB15444,Elexacaftor,"approved, investigational",unknown,substrate,P02768,Details,134587348
DB00860,Prednisolone,"approved, vet_approved",unknown,binder,P02768,Details,5755
DB15566,Prednisolone acetate,"approved, vet_approved",unknown,binder,P02768,Details,5834
DB11703,Acalabrutinib,"approved, investigational",unknown,binder,P02768,Details,71226662
DB14513,Magnesium,"approved, experimental, investigational",unknown,,P02768,Details,5462224
DB00857,Terbinafine,"approved, investigational, vet_approved",unknown,binder,P02768,Details,1549008
DB00661,Verapamil,approved,unknown,substrate,P02768,Details,2520
DB00273,Topiramate,approved,unknown,binder,P02768,Details,5284627
DB06119,Cenobamate,"approved, investigational",unknown,binder,P02768,Details,11962412
DB01222,Budesonide,approved,unknown,binder,P02768,Details,5281004
DB01234,Dexamethasone,"approved, investigational, vet_approved",unknown,binder,P02768,Details,5743
DB00950,Fexofenadine,"approved, investigational",unknown,substrate,P02768,Details,3348
DB00959,Methylprednisolone,"approved, vet_approved",unknown,binder,P02768,Details,6741
DB09237,Levamlodipine,"approved, investigational",unknown,binder,P02768,Details,9822750
DB12941,Darolutamide,"approved, investigational",unknown,binder,P02768,Details,67171867
DB14879,Cefiderocol,"approved, investigational",no,ligand,P02768,Details,77843966
DB00852,Pseudoephedrine,approved,unknown,binder,P02768,Details,7028
DB00983,Formoterol,"approved, investigational",unknown,substrate,P02768,Details,3410
DB00993,Azathioprine,approved,unknown,binder,P02768,Details,2265
DB00557,Hydroxyzine,approved,unknown,substrate,P02768,Details,3658
DB01118,Amiodarone,"approved, investigational",unknown,binder,P02768,Details,2157
DB01069,Promethazine,"approved, investigational",unknown,binder,P02768,Details,4927
DB01115,Nifedipine,approved,unknown,binder,P02768,Details,4485
DB01132,Pioglitazone,"approved, investigational",unknown,substrate,P02768,Details,4829
DB00814,Meloxicam,"approved, vet_approved",unknown,,P02768,Details,54677470
DB00938,Salmeterol,approved,unknown,binder,P02768,Details,5152
DB00878,Chlorhexidine,"approved, vet_approved",unknown,substrate,P02768,Details,9552079
DB01006,Letrozole,"approved, investigational",unknown,binder,P02768,Details,3902
DB00246,Ziprasidone,approved,unknown,,P02768,Details,60854
DB01060,Amoxicillin,"approved, vet_approved",unknown,binder,P02768,Details,33613
DB01137,Levofloxacin,"approved, investigational",unknown,substrate,P02768,Details,149096
DB01013,Clobetasol propionate,approved,unknown,binder,P02768,Details,32798
DB00957,Norgestimate,"approved, investigational",unknown,binder,P02768,Details,6540478
DB00977,Ethinylestradiol,approved,unknown,binder,P02768,Details,5991
DB00555,Lamotrigine,"approved, investigational",unknown,substrate,P02768,Details,3878
DB01264,Darunavir,approved,unknown,substrate,P02768,Details,213039
DB00608,Chloroquine,"approved, investigational, vet_approved",unknown,binder,P02768,Details,2719
DB12466,Favipiravir,"approved, investigational",unknown,carrier,P02768,Details,492405
DB01601,Lopinavir,approved,unknown,substrate,P02768,Details,92727
DB00126,Ascorbic acid,"approved, nutraceutical",unknown,binder,P02768,Details,54670067
DB00443,Betamethasone,"approved, vet_approved",unknown,,P02768,Details,9782
DB05382,Iodine,"approved, investigational",unknown,binder,P02768,Details,807
DB11642,Pitolisant,"approved, investigational",no,binder,P02768,Details,9948102
DB00152,Thiamine,"approved, investigational, nutraceutical, vet_approved",unknown,binder,P02768,Details,1130
DB00165,Pyridoxine,"approved, investigational, nutraceutical, vet_approved",unknown,binder,P02768,Details,1054
DB00595,Oxytetracycline,"approved, investigational, vet_approved",unknown,binder,P02768,Details,54675779
DB00870,Suprofen,"approved, withdrawn",unknown,binder,P02768,Details,5359
DB00774,Hydroflumethiazide,"approved, investigational, withdrawn",unknown,binder,P02768,Details,3647
DB09241,Methylene blue,"approved, investigational",unknown,binder,P02768,Details,6099
DB15534,Colchiceine,"approved, experimental",unknown,substrate,P02768,Details,10156
DB01053,Benzylpenicillin,"approved, vet_approved",unknown,binder,P02768,Details,5904
DB01324,Polythiazide,approved,unknown,binder,P02768,Details,4870
DB07565,Chloramphenicol succinate,approved,unknown,binder,P02768,Details,656580
DB01914,D-glucose,"approved, investigational, vet_approved",unknown,binder,P02768,Details,107526
DB14533,Zinc chloride,"approved, investigational",unknown,binder,P02768,Details,3007855
